word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
tuna,noun,B1,yes,yes,no
turbulence,noun,B1,yes,no,no
turning,noun,B1,no,no,no
turtle,noun,B1,yes,yes,yes
twin,noun,B1,no,no,no
twist,noun,B1,yes,no,no
uncertainty,noun,B1,no,no,no
underpants,noun,B1,no,no,no
unemployment,noun,B1,no,no,no
union,noun,B1,no,no,no
universe,noun,B1,no,no,no
upstairs,noun,B1,no,no,no
urge,noun,B1,no,no,no
usage,noun,B1,no,no,no
vacancy,noun,B1,no,no,no
van,noun,B1,yes,yes,no
variety,noun,B1,no,no,no
vegetarian,noun,B1,no,no,no
vehicle,noun,B1,no,no,no
vein,noun,B1,yes,no,yes
vessel,noun,B1,no,no,no
vet,noun,B1,yes,yes,no
vice president,noun,B1,no,no,no
victim,noun,B1,no,no,no
victory,noun,B1,no,no,no
video clip,noun,B1,no,no,no
viewpoint,noun,B1,no,no,no
violence,noun,B1,no,no,no
virus,noun,B1,no,no,no
visa,noun,B1,yes,no,yes
vision,noun,B1,no,no,no
volcano,noun,B1,yes,yes,no
volume,noun,B1,no,no,no
vowel,noun,B1,no,no,no
voyage,noun,B1,no,no,no
wagon,noun,B1,yes,yes,no
ward,noun,B1,no,no,no
wardrobe,noun,B1,yes,yes,no
warmth,noun,B1,no,no,no
warning,noun,B1,no,no,no
warranty,noun,B1,no,no,no
warrior,noun,B1,no,no,no
washbowl,noun,B1,no,no,no
waste,noun,B1,yes,yes,no
waterfall,noun,B1,yes,yes,no
wax,noun,B1,yes,yes,no
weakness,noun,B1,no,no,no
weapon,noun,B1,no,no,no
weather forecast,noun,B1,no,no,no
webcam,noun,B1,yes,no,no
wetland,noun,B1,no,no,no
whale,noun,B1,yes,yes,yes
while,noun,B1,no,no,no
whisper,noun,B1,yes,yes,no
whistle,noun,B1,yes,yes,yes
whole,noun,B1,no,no,no
wildlife,noun,B1,no,no,no
willingness,noun,B1,no,no,no
windscreen,noun,B1,no,no,no
windsurfing,noun,B1,no,no,no
wing,noun,B1,yes,yes,yes
wire,noun,B1,yes,yes,yes
wonder,noun,B1,no,no,no
workout,noun,B1,no,no,no
workplace,noun,B1,no,no,no
workshop,noun,B1,yes,yes,no
worst,noun,B1,no,no,no
wound,noun,B1,no,no,no
wrap,noun,B1,yes,no,no
wrapping,noun,B1,no,no,no
wrist,noun,B1,yes,yes,yes
wristwatch,noun,B1,no,no,no
yell,noun,B1,yes,no,no
yoga,noun,B1,yes,no,no
absentee,noun,B2,no,no,no
abuse,noun,B2,no,no,no
accessibility,noun,B2,no,no,no
accommodation,noun,B2,no,no,no
accusation,noun,B2,no,no,no
acid,noun,B2,no,no,no
acquisition,noun,B2,no,no,no
addict,noun,B2,no,no,no
addiction,noun,B2,no,no,no
adjustment,noun,B2,no,no,no
adoption,noun,B2,no,no,no
advance,noun,B2,no,no,no
advancement,noun,B2,no,no,no
advent,noun,B2,no,no,no
adversity,noun,B2,no,no,no
agony,noun,B2,no,no,no
aircraft,noun,B2,no,no,no
aircrew,noun,B2,no,no,no
alcoholic,noun,B2,no,no,no
alcoholism,noun,B2,no,no,no
allegation,noun,B2,no,no,no
alliance,noun,B2,no,no,no
ally,noun,B2,no,no,no
altar,noun,B2,no,no,no
altitude,noun,B2,no,no,no
aluminum,noun,B2,no,no,no
amazement,noun,B2,no,no,no
ambassador,noun,B2,no,no,no
ambiguity,noun,B2,no,no,no
ammonia,noun,B2,no,no,no
amplifier,noun,B2,no,no,no
analogy,noun,B2,no,no,no
analyst,noun,B2,no,no,no
anchor,noun,B2,yes,yes,yes
anchorage,noun,B2,no,no,no
anchorman,noun,B2,no,no,no
anchorperson,noun,B2,no,no,no
anguish,noun,B2,no,no,no
anticancer,noun,B2,no,no,no
anticipation,noun,B2,no,no,no
antipollution,noun,B2,no,no,no
antivirus,noun,B2,no,no,no
apostrophe,noun,B2,no,no,no
applicant,noun,B2,no,no,no
arch,noun,B2,no,no,no
archaeologist,noun,B2,no,no,no
arena,noun,B2,no,no,no
aristocracy,noun,B2,no,no,no
armful,noun,B2,no,no,no
artery,noun,B2,no,no,no
artistry,noun,B2,no,no,no
ash,noun,B2,yes,yes,no
aspiration,noun,B2,no,no,no
assault,noun,B2,no,no,no
assembly,noun,B2,no,no,no
assessment,noun,B2,no,no,no
assumption,noun,B2,no,no,no
assurance,noun,B2,no,no,no
astonishment,noun,B2,no,no,no
astronomy,noun,B2,yes,yes,no
athletics,noun,B2,no,no,no
attainment,noun,B2,no,no,no
attendance,noun,B2,no,no,no
attractiveness,noun,B2,no,no,no
attribute,noun,B2,no,no,no
aubergine,noun,B2,no,no,no
audit,noun,B2,no,no,no
audition,noun,B2,no,no,no
availability,noun,B2,no,no,no
awe,noun,B2,no,no,no
ax,noun,B2,no,no,no
axis,noun,B2,no,no,no
backup,noun,B2,no,no,no
backyard,noun,B2,no,no,no
badge,noun,B2,yes,yes,yes
ballad,noun,B2,no,no,no
ballet,noun,B2,no,no,no
ballot,noun,B2,no,no,no
ban,noun,B2,no,no,no
banker,noun,B2,no,no,no
bankruptcy,noun,B2,no,no,no
barbershop,noun,B2,no,no,no
barley,noun,B2,no,no,no
barn,noun,B2,yes,yes,no
barometer,noun,B2,yes,no,yes
barrier,noun,B2,yes,yes,yes
bartender,noun,B2,no,no,no
bathhouse,noun,B2,no,no,no
battlefield,noun,B2,no,no,no
beagle,noun,B2,no,no,no
beak,noun,B2,yes,yes,yes
beam,noun,B2,no,no,no
bearing,noun,B2,no,no,no
beat,noun,B2,yes,no,no
belongings,noun,B2,no,no,no
bend,noun,B2,yes,no,no
benevolence,noun,B2,no,no,no
berry,noun,B2,no,no,no
bestseller,noun,B2,no,no,no
bewilderment,noun,B2,no,no,no
bidding,noun,B2,no,no,no
bikini,noun,B2,no,no,no
billion,noun,B2,no,no,no
bio,noun,B2,no,no,no
biotechnology,noun,B2,no,no,no
birdcage,noun,B2,yes,no,no
birthplace,noun,B2,no,no,no
blade,noun,B2,no,no,no
blast,noun,B2,no,no,no
blaze,noun,B2,no,no,no
blend,noun,B2,yes,no,no
blindness,noun,B2,no,no,no
bloodstream,noun,B2,no,no,no
blossom,noun,B2,no,no,no
blurt,noun,B2,no,no,no
bold,noun,B2,no,no,no
bolt,noun,B2,yes,yes,yes
bombard,noun,B2,no,no,no
bomber,noun,B2,no,no,no
bombing,noun,B2,no,no,no
booklet,noun,B2,no,no,no
bookmark,noun,B2,yes,yes,no
boost,noun,B2,no,no,no
booth,noun,B2,yes,yes,no
botany,noun,B2,no,no,no
bounce,noun,B2,yes,no,no
bourbon,noun,B2,no,no,no
boxer,noun,B2,no,no,no
bracket,noun,B2,no,no,no
brag,noun,B2,no,no,no
bravery,noun,B2,no,no,no
breakdown,noun,B2,no,no,no
breakup,noun,B2,no,no,no
breed,noun,B2,no,no,no
brewery,noun,B2,no,no,no
broadband,noun,B2,no,no,no
broadcaster,noun,B2,no,no,no
brochure,noun,B2,yes,yes,no
brother-in-law,noun,B2,no,no,no
browser,noun,B2,no,no,no
bruise,noun,B2,no,no,no
bud,noun,B2,no,no,no
bulimia,noun,B2,no,no,no
bum,noun,B2,no,no,no
bumper,noun,B2,yes,yes,no
bun,noun,B2,no,no,no
bureaucracy,noun,B2,no,no,no
burglary,noun,B2,no,no,no
burial,noun,B2,no,no,no
buzz,noun,B2,yes,no,no
cabinet,noun,B2,no,no,no
cable,noun,B2,no,no,no
campaign,noun,B2,no,no,no
candidate,noun,B2,no,no,no
cane,noun,B2,no,no,no
cannonball,noun,B2,yes,no,no
canon,noun,B2,no,no,no
capability,noun,B2,no,no,no
caption,noun,B2,no,no,no
captive,noun,B2,no,no,no
caravan,noun,B2,yes,yes,no
carbon,noun,B2,no,no,no
carbon dioxide,noun,B2,no,no,no
carbon footprint,noun,B2,no,no,no
carbon monoxide,noun,B2,no,no,no
cardboard,noun,B2,no,no,no
cardigan,noun,B2,yes,yes,yes
carnival,noun,B2,no,no,no
carpool,noun,B2,no,no,no
cascade,noun,B2,no,no,no
cast,noun,B2,yes,yes,yes
catalog,noun,B2,no,no,no
catalyst,noun,B2,no,no,no
catastrophe,noun,B2,no,no,no
categorization,noun,B2,no,no,no
catering,noun,B2,no,no,no
cathedral,noun,B2,no,no,no
cause,noun,B2,no,no,no
ceiling,noun,B2,yes,yes,no
cellar,noun,B2,no,no,no
cellist,noun,B2,no,no,no
cello,noun,B2,yes,yes,yes
cemetery,noun,B2,no,no,no
centigrade,noun,B2,no,no,no
certificate,noun,B2,no,no,no
certification,noun,B2,no,no,no
chancellor,noun,B2,no,no,no
checkpoint,noun,B2,no,no,no
cheerfulness,noun,B2,no,no,no
chemotherapy,noun,B2,no,no,no
cherry,noun,B2,yes,yes,no
chief,noun,B2,no,no,no
chimney,noun,B2,yes,yes,no
chip,noun,B2,yes,no,no
chunk,noun,B2,no,no,no
circuit,noun,B2,no,no,no
circuitry,noun,B2,no,no,no
circumstance,noun,B2,no,no,no
clam,noun,B2,yes,yes,yes
classic,noun,B2,no,no,no
classification,noun,B2,no,no,no
clause,noun,B2,no,no,no
clearness,noun,B2,no,no,no
client,noun,B2,no,no,no
climate change,noun,B2,no,no,no
closure,noun,B2,no,no,no
clothing,noun,B2,no,no,no
coaching,noun,B2,no,no,no
coalition,noun,B2,no,no,no
coastline,noun,B2,no,no,no
cocktail,noun,B2,no,no,no
cocoa,noun,B2,no,no,no
coconut,noun,B2,yes,yes,no
coherence,noun,B2,no,no,no
coincidence,noun,B2,no,no,no
colleague,noun,B2,no,no,no
collector,noun,B2,no,no,no
collocation,noun,B2,no,no,no
colon,noun,B2,no,no,no
coma,noun,B2,no,no,no
commander,noun,B2,no,no,no
commerce,noun,B2,no,no,no
commercial,noun,B2,no,no,no
commission,noun,B2,no,no,no
commonwealth,noun,B2,no,no,no
community,noun,B2,no,no,no
compassion,noun,B2,no,no,no
compensation,noun,B2,no,no,no
competence,noun,B2,no,no,no
completion,noun,B2,no,no,no
complexion,noun,B2,no,no,no
complexity,noun,B2,no,no,no
component,noun,B2,no,no,no
comprehension,noun,B2,no,no,no
compress,noun,B2,no,no,no
compression,noun,B2,no,no,no
conceit,noun,B2,no,no,no
conception,noun,B2,no,no,no
concession,noun,B2,no,no,no
concrete,noun,B2,no,no,no
conductor,noun,B2,yes,yes,no
cone,noun,B2,yes,yes,yes
conference,noun,B2,no,no,no
conferencing,noun,B2,no,no,no
confession,noun,B2,no,no,no
conjunction,noun,B2,no,no,no
conquest,noun,B2,no,no,no
conscience,noun,B2,no,no,no
consciousness,noun,B2,no,no,no
consensus,noun,B2,no,no,no
consent,noun,B2,no,no,no
consolation,noun,B2,no,no,no
consultant,noun,B2,no,no,no
contempt,noun,B2,no,no,no
contract,noun,B2,yes,no,no
contradiction,noun,B2,no,no,no
controversy,noun,B2,no,no,no
convention,noun,B2,no,no,no
converse,noun,B2,no,no,no
conversion,noun,B2,no,no,no
cooperation,noun,B2,no,no,no
copper,noun,B2,no,no,no
coral,noun,B2,yes,yes,yes
core,noun,B2,yes,no,yes
cornerstone,noun,B2,no,no,no
cornet,noun,B2,no,no,no
corona,noun,B2,no,no,no
corporation,noun,B2,no,no,no
correctness,noun,B2,no,no,no
correspondence,noun,B2,no,no,no
correspondent,noun,B2,no,no,no
corridor,noun,B2,yes,yes,no
corruption,noun,B2,no,no,no
costume,noun,B2,yes,yes,no
cottage,noun,B2,yes,yes,no
cough,noun,B2,yes,no,no
counter,noun,B2,yes,yes,no
countryman,noun,B2,no,no,no
courtesy,noun,B2,no,no,no
coward,noun,B2,no,no,no
coziness,noun,B2,no,no,no
crab,noun,B2,yes,yes,yes
crack,noun,B2,yes,no,no
craftsman,noun,B2,no,no,no
crater,noun,B2,yes,yes,yes
crease,noun,B2,no,no,no
creation,noun,B2,no,no,no
creek,noun,B2,yes,yes,no
crew,noun,B2,yes,yes,no
cripple,noun,B2,no,no,no
criticism,noun,B2,no,no,no
crocodile,noun,B2,yes,yes,no
cruelty,noun,B2,no,no,no
cube,noun,B2,yes,no,no
cubism,noun,B2,no,no,no
cuff,noun,B2,yes,no,yes
culmination,noun,B2,no,no,no
curl,noun,B2,no,no,no
cursor,noun,B2,no,no,no
cyberaddict,noun,B2,no,no,no
cybercafe,noun,B2,no,no,no
cybercrime,noun,B2,no,no,no
cyberpet,noun,B2,no,no,no
cyberschool,noun,B2,no,no,no
cyberspace,noun,B2,no,no,no
cyclist,noun,B2,no,no,no
dandelion,noun,B2,yes,yes,no
darling,noun,B2,no,no,no
dash,noun,B2,yes,no,no
data,noun,B2,no,no,no
database,noun,B2,no,no,no
daughter-in-law,noun,B2,no,no,no
dawn,noun,B2,no,no,no
daytime,noun,B2,no,no,no
dear,noun,B2,no,no,no
debit,noun,B2,no,no,no
debit card,noun,B2,no,no,no
decade,noun,B2,no,no,no
deck,noun,B2,yes,no,yes
decomposition,noun,B2,no,no,no
decoration,noun,B2,no,no,no
dedication,noun,B2,no,no,no
deduction,noun,B2,no,no,no
deer,noun,B2,yes,yes,no
defeat,noun,B2,no,no,no
deficit,noun,B2,no,no,no
deforestation,noun,B2,no,no,no
delegate,noun,B2,no,no,no
delicacy,noun,B2,no,no,no
denim,noun,B2,yes,no,yes
deputy,noun,B2,no,no,no
desktop,noun,B2,no,no,no
desolation,noun,B2,no,no,no
desperation,noun,B2,no,no,no
destiny,noun,B2,no,no,no
detachment,noun,B2,no,no,no
determiner,noun,B2,no,no,no
devil,noun,B2,no,no,no
diarrhea,noun,B2,no,no,no
dictator,noun,B2,no,no,no
digest,noun,B2,no,no,no
dignity,noun,B2,no,no,no
dilemma,noun,B2,no,no,no
dime,noun,B2,no,no,no
dimension,noun,B2,no,no,no
diphtheria,noun,B2,no,no,no
diploma,noun,B2,yes,no,no
diplomat,noun,B2,no,no,no
disappearance,noun,B2,no,no,no
disapproval,noun,B2,no,no,no
discharge,noun,B2,no,no,no
disciple,noun,B2,no,no,no
discipline,noun,B2,no,no,no
disgrace,noun,B2,no,no,no
disguise,noun,B2,yes,no,no
dishonesty,noun,B2,no,no,no
disorder,noun,B2,no,no,no
displeasure,noun,B2,no,no,no
disposal,noun,B2,no,no,no
disposition,noun,B2,no,no,no
dispute,noun,B2,no,no,no
disregard,noun,B2,no,no,no
dissatisfaction,noun,B2,no,no,no
dissident,noun,B2,no,no,no
distortion,noun,B2,no,no,no
distraction,noun,B2,no,no,no
distributor,noun,B2,no,no,no
diversion,noun,B2,no,no,no
division,noun,B2,no,no,no
divorce,noun,B2,no,no,no
dna,noun,B2,no,no,no
dock,noun,B2,yes,yes,no
donation,noun,B2,no,no,no
donkey,noun,B2,yes,yes,no
doom,noun,B2,no,no,no
doorkeeper,noun,B2,no,no,no
doorway,noun,B2,no,no,no
dorm,noun,B2,no,no,no
dormitory,noun,B2,no,no,no
dose,noun,B2,no,no,no
double,noun,B2,no,no,no
dove,noun,B2,yes,yes,no
downfall,noun,B2,no,no,no
download,noun,B2,no,no,no
dowry,noun,B2,no,no,no
draft,noun,B2,yes,no,no
drain,noun,B2,yes,yes,no
drapery,noun,B2,no,no,no
droop,noun,B2,no,no,no
dropout,noun,B2,no,no,no
drought,noun,B2,no,no,no
duel,noun,B2,no,no,no
duplicate,noun,B2,no,no,no
duplication,noun,B2,no,no,no
dwarf,noun,B2,no,no,no
dye,noun,B2,no,no,no
eagle,noun,B2,yes,yes,no
earnings,noun,B2,no,no,no
ease,noun,B2,no,no,no
ecologist,noun,B2,no,no,no
economist,noun,B2,no,no,no
edit,noun,B2,no,no,no
editorial,noun,B2,no,no,no
educator,noun,B2,no,no,no
effectiveness,noun,B2,no,no,no
electrician,noun,B2,no,no,no
electronics,noun,B2,no,no,no
elegance,noun,B2,no,no,no
elite,noun,B2,no,no,no
eloquence,noun,B2,no,no,no
embassy,noun,B2,no,no,no
embrace,noun,B2,no,no,no
emergence,noun,B2,no,no,no
employee,noun,B2,no,no,no
employer,noun,B2,no,no,no
endeavor,noun,B2,no,no,no
endurance,noun,B2,no,no,no
energy,noun,B2,no,no,no
engagement,noun,B2,no,no,no
enterprise,noun,B2,no,no,no
entrepreneur,noun,B2,no,no,no
environment,noun,B2,no,no,no
equal,noun,B2,no,no,no
equation,noun,B2,no,no,no
equity,noun,B2,no,no,no
eruption,noun,B2,yes,yes,yes
essayist,noun,B2,no,no,no
estate,noun,B2,no,no,no
estimate,noun,B2,no,no,no
ethic,noun,B2,no,no,no
evacuation,noun,B2,yes,yes,no
evaluation,noun,B2,no,no,no
evil,noun,B2,no,no,no
evolution,noun,B2,no,no,no
exactness,noun,B2,no,no,no
exaggerate,noun,B2,no,no,no
exaggeration,noun,B2,no,no,no
examinee,noun,B2,no,no,no
exception,noun,B2,no,no,no
exclamation mark,noun,B2,no,no,no
exclusion,noun,B2,no,no,no
excursion,noun,B2,no,no,no
execution,noun,B2,no,no,no
executive,noun,B2,no,no,no
exhaust,noun,B2,no,no,no
exhaustion,noun,B2,no,no,no
exile,noun,B2,no,no,no
expansion,noun,B2,no,no,no
expectation,noun,B2,no,no,no
expedition,noun,B2,no,no,no
explorer,noun,B2,no,no,no
explosive,noun,B2,no,no,no
export,noun,B2,no,no,no
extension,noun,B2,no,no,no
extract,noun,B2,no,no,no
eyebrow,noun,B2,yes,no,yes
eyelash,noun,B2,yes,no,yes
eyelid,noun,B2,no,no,no
fabric,noun,B2,no,no,no
facilities,noun,B2,no,no,no
factor,noun,B2,no,no,no
faculty,noun,B2,no,no,no
faith,noun,B2,no,no,no
fame,noun,B2,no,no,no
fascination,noun,B2,no,no,no
fat,noun,B2,no,no,no
fate,noun,B2,no,no,no
father-in-law,noun,B2,no,no,no
feat,noun,B2,no,no,no
feedback,noun,B2,no,no,no
female,noun,B2,no,no,no
ferryboat,noun,B2,no,no,no
fiber,noun,B2,no,no,no
fighting,noun,B2,no,no,no
finance,noun,B2,no,no,no
fingernail,noun,B2,yes,no,no
fire brigade,noun,B2,no,no,no
firearm,noun,B2,no,no,no
fireplace,noun,B2,yes,yes,no
firmness,noun,B2,no,no,no
first language,noun,B2,no,no,no
first person,noun,B2,no,no,no
fit,noun,B2,no,no,no
flame,noun,B2,yes,yes,no
flash,noun,B2,yes,yes,no
flaw,noun,B2,no,no,no
flax,noun,B2,no,no,no
fleet,noun,B2,no,no,no
flesh,noun,B2,no,no,no
flexibility,noun,B2,no,no,no
fluency,noun,B2,no,no,no
flutter,noun,B2,yes,no,no
focus,noun,B2,no,no,no
follower,noun,B2,no,no,no
folly,noun,B2,no,no,no
footnote,noun,B2,no,no,no
foreman,noun,B2,no,no,no
forestry,noun,B2,no,no,no
formation,noun,B2,no,no,no
fox,noun,B2,yes,yes,no
fragrance,noun,B2,no,no,no
fraud,noun,B2,no,no,no
frigate,noun,B2,no,no,no
frontier,noun,B2,no,no,no
fume,noun,B2,no,no,no
functionality,noun,B2,no,no,no
funk,noun,B2,no,no,no
furor,noun,B2,no,no,no
gaiety,noun,B2,no,no,no
gambling,noun,B2,no,no,no
gang,noun,B2,no,no,no
gangster,noun,B2,no,no,no
gardener,noun,B2,no,no,no
gasp,noun,B2,yes,no,no
gateway,noun,B2,no,no,no
gaze,noun,B2,yes,no,no
gear,noun,B2,yes,yes,yes
generalization,noun,B2,no,no,no
generosity,noun,B2,no,no,no
genius,noun,B2,no,no,no
genre,noun,B2,no,no,no
germ,noun,B2,no,no,no
getaway,noun,B2,no,no,no
ghetto,noun,B2,no,no,no
giveaway,noun,B2,no,no,no
glacis,noun,B2,no,no,no
glare,noun,B2,no,no,no
gleam,noun,B2,no,no,no
glee,noun,B2,no,no,no
global warming,noun,B2,no,no,no
glow,noun,B2,no,no,no
goat,noun,B2,yes,yes,yes
god,noun,B2,no,no,no
good,noun,B2,no,no,no
goodwill,noun,B2,no,no,no
gook,noun,B2,no,no,no
gorge,noun,B2,no,no,no
gracefulness,noun,B2,no,no,no
grain,noun,B2,no,no,no
grasp,noun,B2,no,no,no
gravestone,noun,B2,no,no,no
gravitation,noun,B2,no,no,no
greatness,noun,B2,no,no,no
grief,noun,B2,no,no,no
grin,noun,B2,no,no,no
grip,noun,B2,no,no,no
grown-up,noun,B2,no,no,no
guerrilla,noun,B2,no,no,no
guideline,noun,B2,no,no,no
gulp,noun,B2,yes,no,no
gum,noun,B2,yes,yes,yes
gunshot,noun,B2,no,no,no
guts,noun,B2,no,no,no
habitant,noun,B2,no,no,no
handicap,noun,B2,no,no,no
handicraft,noun,B2,no,no,no
handout,noun,B2,no,no,no
handrail,noun,B2,no,no,no
hang,noun,B2,yes,no,no
hard drive,noun,B2,no,no,no
hardware,noun,B2,no,no,no
harm,noun,B2,no,no,no
harrow,noun,B2,no,no,no
haste,noun,B2,no,no,no
hatching,noun,B2,no,no,no
hay,noun,B2,yes,yes,no
headquarters,noun,B2,no,no,no
health care,noun,B2,no,no,no
heap,noun,B2,no,no,no
hedge,noun,B2,yes,yes,no
helicopter,noun,B2,yes,yes,no
hell,noun,B2,no,no,no
helper,noun,B2,no,no,no
hemp,noun,B2,no,no,no
herb,noun,B2,yes,yes,no
heritage,noun,B2,no,no,no
hesitation,noun,B2,no,no,no
highlight,noun,B2,yes,no,no
hijack,noun,B2,no,no,no
hint,noun,B2,no,no,no
holder,noun,B2,no,no,no
holocaust,noun,B2,no,no,no
hone,noun,B2,no,no,no
hood,noun,B2,yes,yes,no
hook,noun,B2,yes,yes,yes
hospice,noun,B2,no,no,no
hospitality,noun,B2,no,no,no
housekeeper,noun,B2,no,no,no
housemaster,noun,B2,no,no,no
housewife,noun,B2,no,no,no
hug,noun,B2,no,yes,no
human rights,noun,B2,no,no,no
humanist,noun,B2,no,no,no
humbug,noun,B2,no,no,no
humiliation,noun,B2,no,no,no
hunting,noun,B2,no,no,no
hygiene,noun,B2,no,no,no
hyperbole,noun,B2,no,no,no
hyphen,noun,B2,no,no,no
iceman,noun,B2,no,no,no
icon,noun,B2,no,no,no
identification,noun,B2,no,no,no
ideology,noun,B2,no,no,no
idiot,noun,B2,no,no,no
ignorance,noun,B2,no,no,no
illustration,noun,B2,no,no,no
imagery,noun,B2,no,no,no
imitation,noun,B2,no,no,no
immigrant,noun,B2,no,no,no
immortality,noun,B2,no,no,no
imperative,noun,B2,no,no,no
implement,noun,B2,no,no,no
implication,noun,B2,no,no,no
impossibility,noun,B2,no,no,no
impressionism,noun,B2,no,no,no
impressionist,noun,B2,no,no,no
imprisonment,noun,B2,no,no,no
impulse,noun,B2,no,no,no
incense,noun,B2,no,no,no
incentive,noun,B2,no,no,no
index,noun,B2,no,no,no
indignity,noun,B2,no,no,no
individual,noun,B2,no,no,no
infant,noun,B2,no,no,no
inference,noun,B2,no,no,no
inflammation,noun,B2,no,no,no
inflation,noun,B2,no,no,no
influenza,noun,B2,no,no,no
infringement,noun,B2,no,no,no
initiative,noun,B2,no,no,no
injection,noun,B2,yes,yes,no
innovation,noun,B2,no,no,no
input,noun,B2,no,no,no
inside,noun,B2,no,no,no
inspector,noun,B2,no,no,no
instinct,noun,B2,no,no,no
institution,noun,B2,no,no,no
insult,noun,B2,no,no,no
intellectual,noun,B2,no,no,no
interior,noun,B2,no,no,no
interpretation,noun,B2,no,no,no
interpreter,noun,B2,no,no,no
interruption,noun,B2,no,no,no
intersection,noun,B2,no,no,no
intruder,noun,B2,no,no,no
intrusion,noun,B2,no,no,no
inventor,noun,B2,no,no,no
inverted commas,noun,B2,no,no,no
investigator,noun,B2,no,no,no
investment,noun,B2,no,no,no
investor,noun,B2,no,no,no
involvement,noun,B2,no,no,no
irritation,noun,B2,no,no,no
islander,noun,B2,no,no,no
jaw,noun,B2,yes,yes,yes
jeweler,noun,B2,no,no,no
jog,noun,B2,yes,no,no
joint,noun,B2,no,no,no
journalism,noun,B2,no,no,no
judo,noun,B2,no,no,no
jump,noun,B2,yes,no,no
junk food,noun,B2,no,no,no
juror,noun,B2,no,no,no
jury,noun,B2,no,no,no
kangaroo,noun,B2,yes,yes,no
karaoke,noun,B2,no,no,no
keeper,noun,B2,no,no,no
kerosene,noun,B2,no,no,no
keystroke,noun,B2,no,no,no
knot,noun,B2,yes,no,no
label,noun,B2,yes,no,no
laborer,noun,B2,no,no,no
lance,noun,B2,yes,no,yes
landing,noun,B2,no,no,no
landlady,noun,B2,no,no,no
landslide,noun,B2,no,no,no
lap,noun,B2,no,no,no
laptop,noun,B2,yes,yes,no
lark,noun,B2,no,no,no
laser,noun,B2,no,no,no
last minute,noun,B2,no,no,no
laundry,noun,B2,yes,yes,no
lava,noun,B2,yes,yes,yes
lawmaker,noun,B2,no,no,no
lawn,noun,B2,yes,yes,no
lawsuit,noun,B2,no,no,no
layabout,noun,B2,no,no,no
leaflet,noun,B2,no,no,no
leak,noun,B2,yes,no,no
leap,noun,B2,yes,no,no
learning,noun,B2,no,no,no
lease,noun,B2,no,no,no
leash,noun,B2,yes,yes,no
lecturer,noun,B2,no,no,no
leek,noun,B2,yes,yes,yes
legend,noun,B2,no,no,no
legislation,noun,B2,no,no,no
legislator,noun,B2,no,no,no
legislature,noun,B2,no,no,no
leopard,noun,B2,yes,yes,no
lid,noun,B2,yes,yes,no
lifetime,noun,B2,no,no,no
lighting,noun,B2,no,no,no
limb,noun,B2,no,no,no
linen,noun,B2,no,no,no
liner,noun,B2,no,no,no
ling,noun,B2,no,no,no
listener,noun,B2,no,no,no
litter,noun,B2,yes,yes,no
living,noun,B2,no,no,no
loan,noun,B2,no,no,no
lobby,noun,B2,no,no,no
loneliness,noun,B2,no,no,no
lowland,noun,B2,no,no,no
lyrics,noun,B2,no,no,no
madam,noun,B2,no,no,no
madame,noun,B2,no,no,no
madness,noun,B2,no,no,no
maestro,noun,B2,no,no,no
major,noun,B2,no,no,no
make,noun,B2,yes,no,no
malady,noun,B2,no,no,no
malaria,noun,B2,no,no,no
mama,noun,B2,no,no,no
mango,noun,B2,yes,yes,yes
mansion,noun,B2,no,no,no
manual,noun,B2,yes,no,no
manufacture,noun,B2,no,no,no
manufacturer,noun,B2,no,no,no
manufacturing,noun,B2,no,no,no
marathon,noun,B2,no,no,no
margin,noun,B2,no,no,no
marketing,noun,B2,no,no,no
martial art,noun,B2,no,no,no
mask,noun,B2,yes,yes,yes
mass,noun,B2,no,no,no
massacre,noun,B2,no,no,no
massage,noun,B2,no,no,no
masseur,noun,B2,no,no,no
master,noun,B2,no,no,no
masterpiece,noun,B2,yes,no,no
mastery,noun,B2,no,no,no
mate,noun,B2,no,no,no
mausoleum,noun,B2,no,no,no
mean,noun,B2,no,no,no
means,noun,B2,no,no,no
media,noun,B2,no,no,no
medication,noun,B2,no,no,no
melody,noun,B2,yes,no,no
memorial,noun,B2,no,no,no
mentor,noun,B2,no,no,no
merchandise,noun,B2,no,no,no
mercy,noun,B2,no,no,no
merger,noun,B2,no,no,no
messenger,noun,B2,no,no,no
metaphor,noun,B2,no,no,no
micro,noun,B2,no,no,no
microbe,noun,B2,no,no,no
microcomputer,noun,B2,no,no,no
micrometer,noun,B2,no,no,no
microorganism,noun,B2,no,no,no
microphone,noun,B2,yes,yes,yes
microscope,noun,B2,yes,yes,yes
microscopy,noun,B2,no,no,no
microwave,noun,B2,yes,yes,no
midst,noun,B2,no,no,no
migration,noun,B2,no,no,no
mill,noun,B2,yes,yes,no
millimeter,noun,B2,no,no,no
millionaire,noun,B2,no,no,no
mimic,noun,B2,no,no,no
mine,noun,B2,no,no,no
minister,noun,B2,no,no,no
mint,noun,B2,yes,no,no
misconception,noun,B2,no,no,no
misfortune,noun,B2,no,no,no
missile,noun,B2,no,no,no
mist,noun,B2,no,no,no
mix,noun,B2,yes,no,no
mixture,noun,B2,no,no,no
mobility,noun,B2,no,no,no
modernization,noun,B2,no,no,no
modification,noun,B2,no,no,no
mogul,noun,B2,no,no,no
